Restaurant	Category	Dish	Description	Food restrictions	Source
Rannagor	Starters	Singara	Käsintehty taikina täytettynä perunalla, sipulilla, vihreillä pavuilla ja herneillä. Tarjoillaan vihreän mango-chutneyn kanssa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Rannagor	Starters	Täytetty sieni kanalla (G, P)	Miedosti maustetulla kanalla täytetty sieni	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Rannagor	Starters	Friteerattu katkarapupyörykkä (L, P)	Leivitetty ja friteerattu katkarapupyörykkä. Marinoitu inkiväärissä, valkosipulissa ja 5 muussa mausteessa. Tarjoillaan perunakakun kera.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Rannagor	Mains	Verar gosh (Lammasta) bhuna (L, G, N)	Lammasta keskitulisessa kastikkeessa, sipulin, valkosipulin, inkiväärin ja mausteiden kanssa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Rannagor	Mains	Sobji torkari (V, G, N)	Kauden kasviksia tomaatti-sipulikastikkeessa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Rannagor	Mains	Chingri piaz vuna (L, G, N)	Miedon mausteisessa kastikkeessa kypsennettyä katkarapua ja sipulia	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Rannagor	Desserts	Shemai (L)	Paahdettua vermicelliä, gheetä, maitoa, sokeria, rusinoita, kanelitanko	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Lukla	Starters	LUKLA SPECIAL SOUP	Soup in cream with shrimp and chicken	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Lukla	Starters	VEG SAMOSA	Deep fried pastry stuffed with potatoes and peas	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Lukla	Starters	LAMB CHILI KABAB	Tandoori minced lamb with capsicum & onion in tandoori masala sauce	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Lukla	Sides	Malai Kofta		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Lukla	Sides	Tandoori naan		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Lukla	Sides	RAITA (Jogurttikastike/Yoghurt sauce)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Lukla	Mains	KARAHI CHICKEN	Herb yoghurt marinated tandoori oven grilled chicken fillet and capsicum in garlic, tomato and masala sauce	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Lukla	Mains	TOFU PALAK	Fried tofu and spinach in tomato cream curry sauce	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Lukla	Mains	LAMB SIZZLER	Tandoori marinated lamb fillet in onion, garlic, tomato, capsicum and ginger masala sauce	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Boneless Flemari	Chicken	Boneless Buffalo	Rapeaksi friteerattuja broilerin reisipaloja talon omalla buffalo-kastikkeella ja ruohosipulilla höystettynä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Boneless Flemari	Chicken	Boneless Parmesan	Rapeaksi friteerattuja broilerin reisipaloja valkosipulivoilla, parmesaani-juustolla ja persiljalla höystettynä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Boneless Flemari	Chicken	Boneless BFC Bucket	800g rapeaksi friteerattua broileria, isot ranskalaiset & kolme dippiä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Boneless Flemari	Sides	Crispy Fries	Rapeaksi paistetut lankkuperunat	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Boneless Flemari	Sides	Perunakroketit	Rapeaksi paistetut korkettiperunat	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Boneless Flemari	Sides	Sesame Slaw	Talon seesamimaustettua coleslawta	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Boneless Flemari	Burgers	Double Cheese	Kaksi rapeapintaiseksi paistettua naudanlihapihvia, cheddarjuustoa, maustekurkkua, punasipulia ja japanilaista kewpie-majoneesia, seesamibriossi sämpylä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Boneless Flemari	Burgers	Senõr Jalapeno	Kaksi rapeapintaiseksi paistettua naudanlihapihvia, kypsytettyä cheddarjuustoa, friteerattuja perunatikkuja, pikkelöityä jalopenoa ja paahdettua jalapeno-majoneesia, seesamibriossi-sämpylä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Boneless Flemari	Burgers	Cali Chicken	Rapeaksi paistettua broilerin koipireisipala, cheddar juusto, jäävuorisalaatti, punasipuli, maustekurkku, burgerikastike	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Seksico® Tacos Viiskulma	Taco	Ali's Pastor	Chipotella maustettua paahdettua porsaan niskaa ja salsa verdeä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Seksico® Tacos Viiskulma	Taco	Fucking Chicken	Pibil-maustettua kanaa ja pico de galloa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Seksico® Tacos Viiskulma	Taco	Baja Style Fish	Rapeaa turskaa ja marinoitua punakaalta	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Levant Töölö	Mains	Meze Vegan	FALAFEL, HUMMUS, MARINOIDUT KASVIKSET, TABBOULEH, BABA GANOUSH	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Levant Töölö	Mains	Meze Levant	FALAFEL, HUMMUS, TABBOULEH, BABA GANOUSH, TOMAATTIPAPU	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Levant Töölö	Mains	Levant Original (Grillattu falafelrulla)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Dylan Kottby	Lunch	Lämmin Buffet		['Vegetarian']	menu_highlights
Dylan Kottby	Lunch	Late lunch	(joka päivä klo 13.00 - 14.00)	['Vegetarian']	menu_highlights
Dylan Kottby	Lunch	Keitto ja salaatti		['Vegetarian']	menu_highlights
Dylan Kottby	Salads	Lounas salaatti		['Vegetarian']	menu_highlights
Dylan Kottby	Soups	Keitto		['Vegetarian']	menu_highlights
Cafe Elo	Brunch	Cafe Elon brunssi	"Kattaukset klo 11.00, 13.00
Kattauksen kesto 1,5 h
Brunssin kanssa lasi kuohuvaa 6€"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Cafe Elo	Lunch	Salaatti & Pääruoka	Arkisin lounas tarjolla 10.30-14.00. Tarjolla on talon leipää, runsas salaattipöytä, päivän pääruoat & keitto sekä kahvia ja pientä makeaa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Cafe Elo	Lunch	Salaatti & Keitto	Arkisin lounas tarjolla 10.30-14.00. Tarjolla on talon leipää, runsas salaattipöytä, päivän pääruoat & keitto sekä kahvia ja pientä makeaa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pikku Ranska	Starters	Metsäsienikeitto & talon leipää (L,G)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pikku Ranska	Starters	Paahdetut etanat & talon leipää (L,G)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pikku Ranska	Starters	Katkarapuvartaat 2kpl, majoneesi & talon leipää (L,G)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pikku Ranska	Mains	Lehtipihvi (L,G)	maustevoi, kausivihanneksia	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pikku Ranska	Mains	Vuohenjuustokana	Vuohenjuusto, kermakastike, kausivihannekset	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pikku Ranska	Mains	Paistettu kuha (L,G)	hummerikastike, kausivihannekset	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pikku Ranska	Desserts	Omenacrumble ja vaniljajäätelö (L)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pikku Ranska	Desserts	Crème brûlée (L,G)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Pikku Ranska	Desserts	Lämpimät browniesit & vaniljajäätelöä (L)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Teurastamo	Starters	Guacamole & Nachos	"fresh avocado, tomato,
onion, chili, marinated
in lime."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Teurastamo	Starters	Empanadas	"corn masa, cheese,
mushroom or chorizo,
fresco cheese, cream
& pico de gallo salsa."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Teurastamo	Mains	Enchiladas / Verdes	"shredded chicken, green chili-tomatillo
salsa, sour cream, lettuce, fresco
cheese, pickled onion, fresh onion,
coriander & kidney beans."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Teurastamo	Mains	Quesadillas	"Quesadillas are filled with cheese &
topped with sour cream, fresco cheese,
pickled red onion & coriander. Served
with pico de gallo salsa.
(Choose chicken, pork, cauliflower or
only cheese)."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Teurastamo	Taco	CHICKEN TINGA	"shredded chicken in chipotle-tomato
sauce, kidney beans mash, sour cream,
fresco cheese, pickled onion, coriander."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Teurastamo	Taco	BAJA FISH	"tempura fried cod fish, tartare mayo,
coleslaw, pico de gallo salsa, chili mayo."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lopez Tacos Teurastamo	Taco	AL PASTOR	"adobo marinated pork, grilled pineapple,
fresh onion & coriander."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Open Lobby - Ruoholahti	Starters	SALMON ”SMÖRREBRÖD” L, (G*)	"Savulohirilletteä, tuoreita yrttejä ja salaattia, tilliöljyä,
kirsikkatomaattia, pikkelöityä fenkolia sekä paahdettua talon
leipää"	['Gluten-free', 'Vegetarian']	menu_highlights
Open Lobby - Ruoholahti	Starters	PÄIVÄN KEITTO		['Gluten-free', 'Vegetarian']	menu_highlights
Open Lobby - Ruoholahti	Mains	RAVIOLI L, (G*)	"Portobello täytteisiä ravioleja, puolikuivattua tomaattia,
lehtikaalia sekä ranskankermakastiketta"	['Gluten-free', 'Vegetarian']	menu_highlights
Open Lobby - Ruoholahti	Mains	RAINBOW TROUT L, G	"Paahdettua Benella-kirjolohta, lehtikaali-chimichurriperunaa,
kauden kasviksia ja sitruuna-hollandaisea"	['Gluten-free', 'Vegetarian']	menu_highlights
Open Lobby - Ruoholahti	Mains	STEAK L, G	"Härän ulkofileepihvi 200 g (Suomi), piparjuurimajoneesia,
perunaröstiä, kauden kasviksia ja punaviinikastiketta"	['Gluten-free', 'Vegetarian']	menu_highlights
Open Lobby - Ruoholahti	Desserts	CHOCOLATE L, G	Tumma suklaa parfait, pähkinäkrokanttia ja lämmintä suolakinuskia	['Gluten-free', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Starters	SUSKIN LOHI CEVICHE (M)	"Kylmäsavulohi-ceviche, grillattua avokadoa, limeä,
mallasleipää ja lempeää pikkelöityä chiliä"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Starters	SUSKIN LEIPÄÄ JA VOITA	"Mad Hopper -mallasleipää sekä ruskistettua &
vaahdotettua voita"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Mains	LEHTIPIHVI (L, G)	"Ohueksi nuijittu naudan ulkofileepihvi, valkosipuliyrttimaustevoita, punaviinikastiketta & paahdettuja
kauden kasviksia sekä ranskalaisia"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Mains	SUSKIN BURGER (L, G*, M*,V*)	"Grillattu naudan jauhelihapihvi, cheddar-juustoa,
jääsalaattia, pihvitomaattia, marinoitua punasipulia,
Suskin majoneesia, aiolia sekä ranskalaisia. Saatavana myös beyond-kasvispihvillä."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Mains	PIPPURIPIHVI (L, G)	"Naudan ulkofileepihvi, keittiömestarin kermaista
pippurikastiketta, paahdettuja valkosipuliperunoita
ja kauden kasviksia"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Pinse	SPICY SALAMI PINSA (VL)	"Spianata-salamia, tuoretta mozzarellaa,
tomaattikastiketta, marinoitua paahdettua
tomaattia, kirsikkatomaattia ja basilikaa"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Pinse	PINSA BIANCA (VL)	"Gorgonzolajuustoa, marinoitua päärynää, tuoretta
mozzarellaa, ranskankermaa, rucolaa ja marconamanteleita"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Desserts	LETUT	"Voissa paistettuja lettuja, mansikkahilloa ja
vaniljajäätelöä"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Desserts	VALKOSUKLAA-JUUSTOKAKKU (L, G)	"Oman keittiön pehmeän herkullinen juustokakku,
sitrusmarinoitua hedelmää ja marenkia"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Snacks	LADATUT CHEDDAR-PEKONIRANET (M,G)	"Rapeita ranskalaisia Suskin perunamausteella,
cheddarjuustokastiketta ja rapeaa pekonia"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Suski Bar & Kitchen	Snacks	PORSAANKYLKEÄ (M,G)	"Friteerattua porsaankylkeä, chipotle-kastiketta,
marinoitua punasipulia ja rapeaa valkosipulia"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Wine & Tapas Helsinki	Tapas	Marinoituja artisokkia		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Wine & Tapas Helsinki	Tapas	Chorizo-makkaraa ja siideriä		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Wine & Tapas Helsinki	Tapas	Kylmäsavustettua makrillia, kurkkua		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Wine & Tapas Helsinki	Desserts	Crema Catalana		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Korttelikahvila Mariankatu 18	Breakfast	Aamiainen ma-to klo 8:00 – 10:30		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Korttelikahvila Mariankatu 18	Brunch	Brunssi lauantaisin klo 10:00 - 15:00		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Halikarnas	Seafood	Shrimp Pan		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Halikarnas	Seafood	Salmon		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Halikarnas	Vegetarian	Vegetable Casserole		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Halikarnas	Vegetarian	Falafel		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Halikarnas	Kebabs	Iskender Kebab		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Halikarnas	Kebabs	Adana Kebab		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Halikarnas	Kebabs	Chicken Kebab		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Indie Bistro & Bar	Starters	VEG PAKODA (4 kpl)	Sipuli, peruna ja tuore pinaatti marinoituna kikhernejauhossa ja rapeaksi friteerattuna. Tarjoillaan minttu- ja tamarindikastikkeen kanssa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Indie Bistro & Bar	Starters	VEG SAMOSA(2 pcs)   (L,P)	Perinteinen samosa, täytetty perunalla, vihreillä herneillä, kuminalla ja korianterilla, rapeaksi friteerattuna. Tarjoillaan minttu- ja tamarindikastikkeen kanssa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Indie Bistro & Bar	Starters	MASALA PAPAD   (L,G,V,P)	Rapeaksi paahdettu tai friteerattu papad, viimeistelty raikkaalla ja mausteisella sekoituksella sipulia, tomaattia, tuoretta korianteria ja aromaattisia mausteita. Tarjoillaan sitruunatilkan kera täydellisen makuelämyksen viimeistelemiseksi.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Indie Bistro & Bar	Mains	BUTTER CHICKEN   (G)	Mehukkaat kananrintafileepalat marinoituina täyteläisessä yrttien, mausteiden, oliiviöljyn ja tuoreen jogurtin sekoituksessa, grillattuna tandoori-uunissa ja kypsennettynä kermaisessa, voilla höystetyssä tomaattikastikkeessa. Tarjoillaan aromaattisen basmatiriisin ja vastaleivotun naanleivän kanssa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Indie Bistro & Bar	Mains	PRAWN MASALA   (G)	Mehevät katkaravut haudutettuna täyteläisessä ja maukkaassa tomaatti-sipuli masalakastikkeessa valkosipulin, inkiväärin ja perinteisten mausteiden kanssa. Tarjoillaan aromaattisen basmatiriisin ja vastaleivotun naan-leivän kanssa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Indie Bistro & Bar	Mains	LAMB KADHAI   (G)	Mureat lampaanpalat paistettuna paprikan, sipulin, valkosipulin ja inkiväärin kanssa täyteläisessä tomaattipohjaisessa kadhai-kastikkeessa, joka on maustettu aromaattisilla mausteilla. Tarjoillaan aromaattisen basmatiriisin ja vastaleivotun naan-leivän kanssa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Indie Bistro & Bar	Desserts	MANGO KULFI		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Indie Bistro & Bar	Desserts	GULAB JAMUN (2PC)		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Indie Bistro & Bar	Desserts	PISTA BADAM KULFI		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Hungry Hub Keskusta	Chicken	Hungry Strips 6 pcs		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Hungry Hub Keskusta	Chicken	Hungry Wings 9 pcs		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Hungry Hub Keskusta	Chicken	Hungry Nuggets 6 pcs		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Hungry Hub Keskusta	Burgers	Hungry Chili Double Beef		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Hungry Hub Keskusta	Burgers	Hungry Garlic Burger		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Hungry Hub Keskusta	Burgers	Hungry Mini Vege Burger		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Hungry Hub Keskusta	Wraps	Hungry Asian Spicy Wrap		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Hungry Hub Keskusta	Wraps	Hungry Falafel Wrap		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Hungry Hub Keskusta	Wraps	Hungry Classic Wrap		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mokka Cafe Helsinki	Pasta	Bolognese	Savor our Italian Bolognese Pasta, featuring minced beef in a rich tomato sauce, with carrot, celery, onion, Parmesan, and Italian seasoning.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mokka Cafe Helsinki	Pasta	Pesto Pasta	Cashews, basil, pecorino romano, parmesan	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mokka Cafe Helsinki	Pasta	Alfredo	Butter, parmesan, basil, salt & pepper	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mokka Cafe Helsinki	Burgers	‏Classic Hamburger Meal	Classic Hamburger: Paistettu naudanlihapihvi pehmeän hampurilaisleivän välissä, salaatin, tomaatin, sipulin ja suolakurkun kanssa. Kastikkeena usein ketsuppi ja majoneesi. Juustoa voi lisätä haluttaessa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mokka Cafe Helsinki	Burgers	Veggie Burger Meal	Veggie Burger: Kasvispihvi pehmeän hampurilaisleivän välissä, salaatti, tomaatti, sipuli, suolakurku, ja kastike kuten majoneesi tai ketsuppi.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mokka Cafe Helsinki	Bowls	Vanilla Strawberry Bowl	Vaniljayogurtti, kaura, mansikka ja banaani, sekä ripaus maapähkinävoita.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mokka Cafe Helsinki	Bowls	Chocolate Bowl	Yogurt, cocoa, grated coconut, banana, grated almonds, chocolate chips	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mashiro Vallila	Starters	Miso-keitto / Miso-soup	"Japanilainen perinteinen keitto tofun ja merilevän kera.
Miso Soup, Japanese traditional soup with tofu and wakame."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mashiro Vallila	Starters	Wakame-alkusalaatti / Wakame-starter salad	"Alkusalaatti merilevästä ja wafu-kastiketta.
Starter salad with wakame and wafu dressing."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mashiro Vallila	Starters	Edamame-papuja / Edamame-beans	"Vihreitä soijapapujamerisuolalla maustettuina.
Green soy beans flavored with sea salt."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mashiro Vallila	Mains	Lohi Zukedon	"Inkiväärisoijakastikkeessa marinoitua graavilohta ja riisiä.
Raw salmon marinated in ginger and soy with rice."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mashiro Vallila	Mains	Toku Zukedon	"Inkiväärisoijakastikkeessa marinoitua graavilohta, katkarapuja ja riisiä.
Raw salmon marinated in ginger and soy with prawns and rice."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mashiro Vallila	Mains	Lohi Aburidon	"Liekitettyä lohta ja riisiä.
Flamed salmon with rice."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mashiro Vallila	Desserts	Japanilaista rullakakkua ja jäätelöä / Japanese green tea cake & ice-cream	"Vihreän teen makuista japanilaista rullakakkua jäätelön kera.
Cake roll with green tea flavour and ice-cream."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Mashiro Vallila	Desserts	Japanilaista Mochi-kakkua ja jäätelöä / Japanese rice cake mochi & ice-cream	"Kolme kappaletta japanilaisia riisikakkuja: seesaminmakuinen, maapähkinän
makuinen ja punaisen pavun makuinen. Tarjoillaan jäätelön kera.
Three pieces of mochi cakes: sesame flavor, peanut flavour and red bean flavour.
Served with ice-cream"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
The Last Drop Bar & Kitchen	Sides	Spicy Cucumber		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
The Last Drop Bar & Kitchen	Sides	Nori Fries		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
The Last Drop Bar & Kitchen	Sides	Kimchi		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
The Last Drop Bar & Kitchen	Small Plates	Pork-Crab Gyoza		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
The Last Drop Bar & Kitchen	Small Plates	Grilled Sweetcorn Ribs		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
The Last Drop Bar & Kitchen	Small Plates	Fire Noodle Fries		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Stu 11	Breakfast	Avocado Toast		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Stu 11	Breakfast	Scrambled Eggs		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
